"aspen.presence","aspen.prob","cell","x","y","tpi3","tpi15","hli","elev","pH","clay","om","thetas","ADI","PRATIO","GSPDD5","GSP","TD","DD_0","RH"
"0",0,14629081,485765,4509975,-0.196680903434753,-4.38894176483154,0.764895558357239,1693.54797363281,6.95790100097656,21.8296356201172,0.161188676953316,0.502683341503143,0.10689178109169,0.725937306880951,672.816833496094,314.180786132812,22.9445838928223,346.582214355469,50.2634391784668
"0",0,14393628,383345,4513665,-0.0392662324011326,-0.702790439128876,0.75771290063858,2418.68359375,7.4547872543335,11.9027338027954,0.398002743721008,0.499138981103897,0.10904411226511,0.588413894176483,232.6171875,189.068832397461,22.7454242706299,868.703308105469,46
"0",0,34788922,244655,4192455,0.345538914203644,2.71120595932007,0.897564172744751,3434.70068359375,6.09162998199463,16.0334796905518,0.657853662967682,0.555139482021332,0.0251397471874952,0.471155196428299,287.390106201172,461.258666992188,18.4977874755859,1068.65698242188,51.7892189025879
"0",0,46478146,429065,4008405,-0.103407979011536,2.5456326007843,0.926294982433319,2317.01977539062,7.46007585525513,18.8772373199463,0.0914598032832146,0.494682759046555,0.112729854881763,0.574844598770142,473.656005859375,232.426712036133,20.696626663208,305.245147705078,51.7917900085449
"0",0,11752837,341855,4555245,0.821177840232849,13.3789167404175,0.806822180747986,2735.84375,5.88362741470337,10.5195941925049,0.708555996417999,0.552739202976227,0.0328743271529675,0.371953785419464,359.28857421875,366.473327636719,22.8150215148926,1079.37939453125,55.1218147277832
"0",0,2913021,457865,4694475,-1.03699195384979,-14.4554204940796,0.839443683624268,2018.22448730469,6.07245635986328,26.708568572998,0.363634943962097,0.51172524690628,0.0833416432142258,0.654438018798828,530.153015136719,320.048370361328,24.2421855926514,636.955810546875,55.8455467224121
"0",0,44933870,318725,4032705,-0.0792593732476234,2.84036636352539,0.785758078098297,2270.19580078125,7.5297794342041,19.0252246856689,0.0308454018086195,0.489681035280228,0.105366319417953,0.582409858703613,458.819030761719,241.799652099609,23.3323459625244,467.842864990234,42.3542251586914
"0",0,38112016,485765,4140165,-0.0545553006231785,-3.84839153289795,0.607979714870453,3044.3623046875,5.47439813613892,10.5573167800903,0.88895583152771,0.543176114559174,0.0474019087851048,0.509205043315887,369.888275146484,350.158416748047,19.111780166626,711.530578613281,53.4305038452148
"0",0,43557208,377495,4054395,0.0154628651216626,0.274641454219818,0.77665239572525,2969.80932617188,6.0400538444519,18.2754764556885,0.696716666221619,0.545655965805054,0.043725248426199,0.425187081098557,369.094909667969,328.308471679688,20.260669708252,746.435668945312,56.7459335327148
"0",0,31551010,469025,4243485,0.834277749061584,10.2668333053589,0.818771064281464,2330.60180664062,7.44909000396729,14.5560989379883,-0.0895091965794563,0.39444962143898,0.0880826339125633,0.642807841300964,647.669799804688,326.932281494141,20.9828681945801,337.833557128906,50.2833671569824
"0",0,32602847,493955,4226925,0.405802458524704,11.94850730896,0.572385489940643,2034.53332519531,6.35021877288818,18.7803726196289,0.137620359659195,0.506141066551208,0.093957245349884,0.640558838844299,744.834350585938,326.53076171875,21.372522354126,255.309005737305,50.7085952758789
